"is_canceled","lead_time","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","booking_changes","deposit_type","company","days_in_waiting_list","customer_type","required_car_parking_spaces","total_of_special_requests","reservation_status","name","email","phone.number","credit_card"
1,355,"October",41,7,0,2,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Transient-Party",0,0,"Canceled","Lisa Johnson","Lisa.Johnson38@hotmail.com","139-469-6494","************8832"
0,47,"April",15,10,1,2,2,0,0,"SC","AUT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Devin Lewis","Devin.Lewis@mail.com","874-400-6500","************8413"
0,206,"March",13,26,2,1,2,0,0,"BB","CN","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Danny Rogers","Rogers.Danny@outlook.com","137-916-2164","************8095"
0,19,"June",24,11,2,0,2,0,0,"SC","BRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Jesus Simpson","Jesus_Simpson@gmail.com","978-770-2352","************9870"
0,53,"May",19,6,0,2,3,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,3,"Check-Out","Thomas Garcia","Thomas_Garcia@outlook.com","762-439-3871","************8291"
0,220,"August",36,31,0,2,3,0,0,"BB","DEU","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",1,1,"Check-Out","Gregory Long","Gregory_L69@protonmail.com","910-704-3689","************4090"
0,13,"April",17,19,0,3,1,0,0,"BB","ITA","Aviation",0,0,0,2,"No Deposit",153,0,"Transient",0,0,"Check-Out","Dr. Matthew Nguyen","Dr..N@yahoo.com","429-103-5071","************9196"
1,161,"December",53,26,1,3,2,0,0,"HB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Heather Schmidt","HeatherSchmidt@gmail.com","429-270-2366","************3092"
0,137,"June",25,18,2,0,3,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Andrew Murphy","Andrew_Murphy@protonmail.com","589-746-1825","************6189"
0,64,"August",32,6,1,1,2,2,0,"BB","FRA","Online TA",0,0,0,2,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Tiffany Smith","TSmith@yandex.com","960-831-6079","************4965"
1,74,"September",38,18,0,2,2,0,0,"HB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient-Party",0,0,"Canceled","Melissa Friedman","MFriedman@att.com","436-761-1072","************8895"
0,395,"May",20,17,0,3,2,0,0,"BB","GBR","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Justin West","West.Justin64@outlook.com","731-942-7741","************6966"
0,32,"May",19,7,0,1,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Jeffrey Cochran","Jeffrey_Cochran38@att.com","340-524-8368","************4210"
0,126,"July",27,6,2,4,2,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Trevor Horton","Horton.Trevor@outlook.com","189-725-9626","************5006"
0,3,"May",21,21,1,1,2,0,0,"HB","ITA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Ryan Phillips","Ryan.Phillips@yahoo.com","899-058-5726","************9957"
1,321,"September",36,3,0,2,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Contract",0,0,"Canceled","Leroy Casey","Leroy_Casey@zoho.com","695-613-9563","************4697"
1,28,"March",11,13,1,3,2,0,0,"BB","FRA","Online TA",0,0,0,2,"No Deposit",NA,0,"Transient",0,0,"Canceled","Andrea Frey","Andrea_Frey@gmail.com","741-490-5255","************6074"
0,65,"January",2,12,0,2,2,0,0,"BB","DEU","Groups",0,0,0,1,"No Deposit",366,0,"Transient-Party",0,0,"Check-Out","Jason Cruz","JCruz81@verizon.com","324-133-3410","************5046"
1,251,"March",13,22,0,3,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,93,"Transient",0,0,"Canceled","Julia Santos","Julia.Santos19@aol.com","910-287-8050","************1065"
0,34,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO",0,0,0,0,"No Deposit",NA,33,"Transient-Party",0,0,"Check-Out","Michael Wyatt","Michael.W@comcast.net","819-785-9971","************1176"
1,238,"October",41,6,0,3,3,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Patrick Sims","PSims@mail.com","926-469-0398","************7438"
1,54,"January",3,18,0,3,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Steven Gibbs","Steven.G@yandex.com","374-898-9885","************6759"
0,101,"March",10,9,0,3,2,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Christine Vargas","ChristineVargas98@xfinity.com","510-000-7307","************1984"
1,210,"June",25,19,1,3,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Charles Smith","CSmith77@verizon.com","633-411-8898","************6117"
0,7,"September",37,9,2,3,2,0,1,"BB","CHE","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Phillip Delacruz","Phillip_Delacruz@comcast.net","221-702-8312","************8297"
1,84,"May",21,16,1,2,2,0,0,"BB","AUS","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Sharon Frost","Sharon.Frost@verizon.com","586-252-2493","************8422"
0,142,"August",35,21,2,3,2,0,0,"BB","IRL","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Tammy Anderson","Tammy_A97@yandex.com","771-848-4531","************8487"
0,1,"May",20,8,1,0,2,0,0,"SC","USA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Jacqueline Bell","Jacqueline_B@mail.com","345-326-8310","************4592"
0,3,"September",36,5,2,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Anthony Robles","AnthonyRobles@aol.com","772-141-3051","************2105"
0,12,"October",42,10,1,0,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Peggy Ochoa","Peggy.O@yahoo.com","355-746-6524","************5265"
1,355,"October",41,7,0,2,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Transient-Party",0,0,"Canceled","Rhonda Moore","Rhonda.Moore24@verizon.com","589-906-4383","************3158"
1,108,"May",20,16,0,3,2,0,0,"BB","BRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Kevin Morris","Kevin_Morris@yahoo.com","690-866-4638","************8395"
0,0,"June",25,19,1,0,2,0,0,"SC","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Linda Peterson","Linda.Peterson@aol.com","395-937-8542","************6474"
0,0,"September",40,28,1,1,2,0,0,"BB","PRT","Direct",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Samuel Mullen","Mullen.Samuel@mail.com","541-888-5929","************1644"
0,43,"October",42,10,1,2,2,0,0,"SC","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Cory Dickson","CDickson@comcast.net","473-214-5355","************7300"
0,28,"September",38,15,0,3,2,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Steven Harrison","StevenHarrison18@comcast.net","820-534-8563","************9115"
1,106,"April",18,27,0,4,2,0,0,"SC","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Dr. Christina Mcdowell","Mcdowell_Dr.@att.com","155-509-6316","************7311"
0,64,"February",5,4,0,1,2,0,0,"BB","CHE","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Jennifer Diaz","JenniferDiaz@protonmail.com","691-841-1813","************1511"
0,31,"May",19,5,0,3,1,0,0,"HB","FRA","Groups",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Noah Boyer","NoahBoyer@yahoo.com","908-548-9504","************4883"
1,169,"June",23,8,0,3,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Sharon Lee","Sharon.Lee@mail.com","814-880-5976","************7321"
0,5,"March",11,17,1,2,3,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Jeremy Sanchez","Jeremy.Sanchez@aol.com","361-665-1032","************9310"
1,82,"June",26,23,0,1,2,0,0,"SC","ISR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Jeremy Hancock","Jeremy_H@hotmail.com","619-465-9737","************7508"
1,8,"October",43,21,0,2,1,0,0,"BB","PRT","Direct",1,1,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Andrew Carter","Andrew.Carter@zoho.com","457-379-9797","************5593"
0,83,"September",39,23,0,2,1,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Helen Rowland","Helen_R@protonmail.com","314-561-8171","************7473"
0,97,"July",29,12,0,2,2,1,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Dale Landry","Landry.Dale38@zoho.com","249-707-6874","************8151"
0,134,"April",18,30,1,0,2,0,0,"BB","USA","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Dr. Michelle Deleon PhD","PhD.Dr.@gmail.com","294-977-1753","************5975"
1,18,"June",25,20,2,8,2,0,0,"BB","IRN","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Francisco Maxwell","Francisco_M@zoho.com","793-670-8985","************8918"
1,127,"March",10,11,1,1,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Ryan Henderson","Ryan_Henderson@hotmail.com","788-008-9015","************2941"
0,48,"March",13,20,2,2,2,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,2,"Check-Out","Richard Villa","Richard.V@yahoo.com","423-508-1811","************6473"
0,85,"July",27,3,1,1,3,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Mercedes Lopez","Mercedes.L@zoho.com","453-452-7839","************5688"
0,178,"August",35,22,1,3,3,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Richard Roberts MD","MD.Richard87@comcast.net","822-593-6548","************7463"
0,26,"March",9,4,1,1,2,0,0,"BB","IRL","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","George Yu","GeorgeYu@protonmail.com","710-015-0390","************5828"
0,74,"September",38,18,0,2,1,0,0,"HB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Marie Robertson","Marie_Robertson@comcast.net","205-313-5502","************1991"
1,302,"May",19,5,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Jonathan Scott","Jonathan.S@outlook.com","712-969-3461","************6357"
1,10,"September",36,3,2,2,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Duane Price","Duane.Price@zoho.com","866-031-3172","************8305"
1,305,"November",45,4,1,2,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Courtney Baker","Courtney_B33@comcast.net","939-271-9733","************9380"
1,97,"February",7,14,0,4,2,0,0,"BB","BRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Andrew Arroyo","Andrew_Arroyo@gmail.com","357-609-1878","************1852"
0,0,"February",9,23,0,2,2,0,0,"SC","PRT","Direct",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Jessica Mendoza","Jessica.M@hotmail.com","633-629-0975","************1153"
0,89,"May",20,9,1,2,2,0,0,"BB","FRA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Calvin Mitchell","Calvin.Mitchell83@aol.com","245-928-9006","************9930"
1,58,"June",23,1,0,3,1,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Brandon Thompson","BThompson@yandex.com","375-482-2273","************3897"
0,75,"January",2,8,2,1,1,0,0,"BB","USA","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,2,"Check-Out","George Cox","George.C@yahoo.com","940-467-9433","************8061"
0,140,"April",17,28,2,2,2,0,0,"BB","FRA","Offline TA/TO",0,0,0,3,"No Deposit",NA,0,"Transient",0,0,"Check-Out","John Stewart","Stewart.John@att.com","320-967-3469","************2550"
1,342,"September",39,24,2,4,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Ashlee Levy","Levy_Ashlee@yahoo.com","904-129-5996","************1769"
1,6,"March",12,13,2,0,1,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Nicolas George","Nicolas_G@yahoo.com","190-369-9846","************1967"
0,46,"August",34,17,1,1,2,0,0,"BB","ESP","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Heather Ryan","Ryan_Heather@yandex.com","132-532-4685","************3119"
0,141,"August",35,29,0,4,2,0,0,"BB","JPN","Direct",0,0,0,4,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Joanna Wood","Wood_Joanna@aol.com","737-075-1620","************1826"
1,124,"May",22,31,0,4,2,0,0,"SC","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Andrew Stewart","Andrew.S59@comcast.net","582-738-5117","************6136"
0,11,"May",21,23,0,1,1,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Cynthia Dixon","CynthiaDixon@aol.com","347-371-5006","************9503"
0,6,"December",53,28,0,4,2,0,0,"BB","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Jennifer Coleman","Jennifer_Coleman42@yandex.com","825-565-1551","************4448"
1,134,"December",49,4,2,2,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,91,"Transient",0,0,"Canceled","Dr. Jacob Bryant","Bryant_Dr.73@outlook.com","915-186-8000","************3141"
0,44,"February",9,27,1,3,3,0,0,"BB","BEL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,2,"Check-Out","Kristen Munoz","Kristen_M@yandex.com","134-699-6577","************9405"
1,103,"August",32,3,0,3,2,0,0,"BB","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Mr. Dustin Gray","Gray.Mr.78@att.com","384-236-8972","************7902"
0,144,"August",34,18,0,1,2,0,0,"BB","FRA","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Alicia Brown","Alicia_B@verizon.com","609-749-3441","************8607"
1,68,"February",8,17,0,2,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","John Lewis","Lewis_John@protonmail.com","961-477-4627","************1476"
0,8,"July",27,4,0,2,2,0,0,"BB","FRA","Direct",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Amber Fuller","Amber_Fuller@comcast.net","661-203-8313","************4097"
0,12,"April",15,8,0,1,1,0,0,"BB","IRL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Ronald Koch","Ronald.K@gmail.com","557-817-7253","************6813"
0,5,"August",36,30,2,5,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Contract",0,1,"Check-Out","Ricky Nichols","Ricky_Nichols@xfinity.com","127-914-1347","************7399"
0,123,"August",32,1,2,5,2,0,0,"BB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Philip Valdez","Valdez_Philip81@hotmail.com","169-490-8026","************3698"
0,81,"August",33,13,2,3,2,1,0,"BB","ESP","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",1,1,"Check-Out","Thomas Johnson","Johnson_Thomas85@aol.com","128-800-0651","************1703"
1,179,"August",32,10,2,4,2,0,0,"SC","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Samuel Payne","SamuelPayne@verizon.com","370-615-6134","************9286"
0,166,"April",17,21,0,3,2,0,0,"BB","PRT","Online TA",0,0,0,2,"No Deposit",NA,0,"Group",0,2,"Check-Out","Amy Doyle","Amy_D@aol.com","852-325-7053","************6510"
0,50,"March",14,31,0,3,2,0,0,"BB","ISR","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Jenna White","Jenna_White@xfinity.com","658-894-5281","************6871"
0,21,"August",32,8,0,4,2,0,0,"BB","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Arthur Payne","APayne14@yandex.com","422-190-7111","************2489"
0,55,"July",28,7,0,1,1,0,0,"BB","PRT","Corporate",0,0,0,0,"No Deposit",219,0,"Transient-Party",0,0,"Check-Out","Timothy Pierce","TimothyPierce@outlook.com","137-383-7591","************8326"
0,44,"April",17,23,2,1,2,0,0,"BB","FRA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Richard Cole","Richard.Cole@hotmail.com","117-869-7956","************6634"
0,23,"May",20,16,0,3,2,0,0,"BB","CHE","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Jeffrey Torres","Torres.Jeffrey@hotmail.com","422-565-1015","************8277"
0,27,"September",39,20,0,1,2,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Emily Smith","Smith_Emily@att.com","963-122-3497","************4223"
0,35,"February",9,26,1,2,2,0,0,"BB","DEU","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","John Lamb","JohnLamb@protonmail.com","924-679-2193","************3743"
1,149,"August",36,28,2,0,2,0,0,"SC","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Patrick Bates","Bates_Patrick@gmail.com","626-350-8675","************4234"
0,405,"July",27,4,0,2,2,0,0,"HB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Sherri Acosta","Acosta_Sherri@comcast.net","391-514-0949","************7856"
1,573,"February",5,2,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","William Harris","WilliamHarris@protonmail.com","535-147-2739","************6038"
0,282,"October",41,10,2,1,2,0,0,"BB","SWE","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Robert Spears","Robert_S@mail.com","446-760-1638","************3911"
1,46,"December",51,16,1,2,2,0,0,"SC","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Vanessa Garcia MD","Vanessa_M@outlook.com","454-278-8364","************9126"
1,256,"March",12,24,0,2,2,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Garrett Stout","Garrett.S@verizon.com","389-779-9399","************9208"
1,97,"October",41,5,1,3,1,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Jacob Martinez","Jacob_Martinez@gmail.com","539-891-8431","************2396"
0,9,"August",36,29,1,4,1,0,0,"BB","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Benjamin White","White.Benjamin@gmail.com","799-433-7925","************1867"
0,309,"May",19,13,2,3,2,0,0,"BB","MOZ","Offline TA/TO",0,0,0,2,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Cheryl Black","Black_Cheryl@yandex.com","725-060-6821","************8893"
1,41,"September",39,18,2,1,2,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Ebony Holmes","Holmes_Ebony@gmail.com","215-559-1468","************5765"
0,30,"October",43,16,2,1,2,0,0,"BB","FRA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","David Wilson","David.Wilson@outlook.com","115-248-7788","************5136"
1,24,"May",22,29,1,3,2,0,0,"BB","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Kimberly Ochoa","Kimberly.O60@xfinity.com","751-617-1834","************6996"
0,4,"August",32,8,2,1,2,0,0,"SC","DZA","Online TA",0,0,0,0,"No Deposit",NA,0,"Contract",0,1,"Check-Out","Jason Mclaughlin","Jason_Mclaughlin@verizon.com","541-042-8442","************8251"
1,269,"April",15,10,1,3,2,1,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Karen Thompson","Karen_Thompson94@zoho.com","843-793-8538","************9291"
0,14,"June",26,22,0,2,2,0,0,"SC","HUN","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Donna Williams","Donna.W@yahoo.com","832-901-4677","************8763"
1,28,"March",9,2,0,3,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Andrea Martinez","AMartinez39@hotmail.com","164-224-5656","************9838"
0,148,"April",17,23,2,2,2,0,0,"SC","BEL","Online TA",0,0,0,0,"No Deposit",NA,0,"Contract",0,1,"Check-Out","Harold Frazier","Harold.Frazier@att.com","555-196-1326","************1424"
0,18,"May",21,22,1,1,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","William Anderson","William.Anderson78@protonmail.com","226-243-4557","************2049"
1,91,"March",12,18,0,2,1,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,20,"Transient",0,0,"Canceled","Daniel Clark","DanielClark@yahoo.com","574-744-8656","************3430"
0,102,"April",16,18,0,5,2,0,0,"SC","FIN","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Bethany Whitehead","Bethany_W@verizon.com","458-240-0742","************6472"
0,75,"March",14,28,1,3,2,0,0,"BB","ESP","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Lori Williams","LWilliams@zoho.com","972-440-0857","************3098"
0,58,"January",2,13,0,2,2,0,0,"SC","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Ryan Rodgers","Ryan.R@zoho.com","610-942-5009","************3141"
0,80,"March",13,25,1,2,2,0,0,"BB","FRA","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,2,"Check-Out","Cody Patel","CPatel51@yahoo.com","130-782-1103","************8370"
0,27,"July",28,14,2,3,2,1,0,"BB","BEL","Direct",0,0,0,1,"No Deposit",NA,0,"Transient",0,4,"Check-Out","Deborah Stark","DeborahStark97@protonmail.com","394-926-2761","************6133"
0,227,"June",22,1,0,3,3,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","James Baker","James.Baker@aol.com","487-160-8168","************8716"
0,94,"July",29,13,0,3,2,2,0,"BB","SWE","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","James Reynolds","James.Reynolds@aol.com","319-586-2507","************5831"
0,102,"July",28,9,0,1,2,1,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Brian Patton","Brian.P@aol.com","123-801-4331","************4229"
0,255,"June",25,14,0,1,1,0,0,"HB","PRT","Offline TA/TO",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Alex Love","Alex_Love@att.com","118-688-9898","************1799"
0,30,"February",9,26,2,2,2,0,0,"BB","NLD","Direct",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,2,"Check-Out","Robert Vargas","Robert.V@yandex.com","819-820-4367","************6601"
1,173,"June",23,4,2,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Jenna Collins","Jenna.C@verizon.com","914-686-4245","************7672"
1,0,"November",47,16,0,1,2,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Erik Brock","Erik_Brock56@protonmail.com","917-061-1758","************9852"
1,53,"March",11,13,1,4,2,0,0,"SC","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Kevin Smith","Smith.Kevin72@yahoo.com","318-896-2819","************1199"
0,25,"March",12,19,2,2,2,0,0,"HB","USA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Kylie Murphy","KylieMurphy@aol.com","321-617-9815","************5383"
0,0,"April",15,12,0,0,2,0,0,"SC","PRT","Online TA",1,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","John Sullivan","John.Sullivan96@hotmail.com","208-009-9328","************1845"
0,111,"May",20,9,1,3,2,0,0,"SC","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","James Howe","JHowe@mail.com","410-633-5907","************3868"
1,112,"August",32,7,1,1,2,0,0,"SC","BEL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Helen Ortiz","Ortiz_Helen@xfinity.com","199-312-0372","************6463"
1,64,"May",21,17,0,2,1,0,0,"BB","PRT","Corporate",0,0,0,0,"No Deposit",218,0,"Transient-Party",0,0,"Canceled","William Mccoy","William_Mccoy@xfinity.com","851-010-8209","************4659"
1,48,"July",27,7,0,1,1,0,0,"BB","TUR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Melody Hogan","MHogan43@yandex.com","813-544-7863","************9182"
1,98,"November",48,23,1,2,1,0,0,"FB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Sally Kerr","Kerr_Sally49@mail.com","758-576-0731","************8690"
1,28,"March",9,2,0,3,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Sara Hoffman","Hoffman_Sara@comcast.net","653-012-4222","************9741"
0,100,"October",44,31,1,1,2,0,0,"BB","ESP","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Danielle Melendez","Danielle_M@gmail.com","279-097-7807","************9068"
1,129,"June",22,2,1,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Erica Edwards","Erica.E@yandex.com","910-968-6994","************2705"
0,118,"June",24,6,1,1,1,0,0,"BB","CHE","Offline TA/TO",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Veronica Smith","VeronicaSmith@gmail.com","312-414-5620","************5373"
